thread_id,title,author,startDate,replies,views,question
thread-21945,carb counting confusion !!,shellyk,"Jun 20, 2011",3,"13,743","Hi all, we are just in the process of being taught carb counting prior to my daughter ( 14 year old type 1) before being given the accu chek expert BG machine, so she can start to calculate her own bolus and give herself a little more freedom. before we can have the machine we need to complete several weeks of diet sheets to show that we can work out the carbs ok and they can also calculate her carb to insulin ratio. I thought i would start out simple with pasta but i am already confused the packet states allow 100g per preson of pasta, and the nutirional information states that 100g (cooked as directed) is 32.3 g carb. Does this mean that if a weigh 100g grams of dry pasta and cook that will be 31.3g of carb or is that 100g pasta cooked ! hope that makes sense. All help greatfully recived"
thread-88260,"Put on statins, have questions",Gekkota,"Nov 25, 2015",55,"13,786","Hey all, I hope this is okay to ask here. Wasn't sure where else to post. I was diagnosed T2 back in March, and today I had my first diabetic review with the nurse. In a nutshell, it was bad. But after a long talk with her, I am feeling positive about getting on top of this, finally. The issue I have is, I have been prescribed statins. This has freaked me out. My cholestorol came back as 'high' at 5.4. From my understanding, it should be under 5. Now, here's why I am confused. Last time had my cholesterol checked was 5 years ago and it was exactly the same, and back then I was told it was all good, just a tad over but certainly nothing to worry about. Now with the same result I get put on statins. The pharmacy mucked up my prescription and I need to go back to the doctor for a new one for these statins, and I want to question the reason for going on them (the nurse didn't offer any explaination). But before I go in there and start babbling like an idiot, I was hoping some of you guys on here could shed some light on why I might be put on them, if you can. I admit I don't know much about these meds, other than my dad was put on them after he had his first heart attack (he was also diabetic, T1 I believe) and so naturally this has freaked me out."
thread-21415,Does the menopause affect blood sugar levels?,primmers,"May 26, 2011",13,"13,919","That it really Any info/experience gratefully received Thanks for that, more fun and games to look forward to :lol:"
thread-37358,What do you consider a dangerously high blood glucose level?,daniel1021,"Feb 12, 2013",12,"13,761","My last HBa1c was 5.7% but recently for an unknown reason I've been getting very high blood sugar readings and higher than normal... just did one and got a level of 27.9. Just wondered what sort of levels you should show a worrying concern to?! Re: What do you consider a dangerously high blood glucose le Hey guys, thanks for all the advice!! I know it's a very late reply I couldn't remember my password! In the end, the on-call doctor came out and took 4 hours to get to me so by the time I'd been seen and had a lot of insulin to manage it, my BG was back in the ""normal"" zone. Since then my insulin has been adjusted! With the job I do lows and highs can catch you out with every measure in place not to! Also my diet is very good being the reason it took this long to diagnose me! Thanks for all your replies though its very much appreciated, great to know you're not always alone! Just wondering has anyone ever had any troubles with the equipment being faulty? (Pens, Glucose meters etc) Sent from the Diabetes Forum App"
thread-103815,"There are many ""WHY""",luna50,"Jun 29, 2016",191,"14,025","Admin Disclaimer ""For the most part, this post comprises anecdotal information. Many diabetics, not only on this forum, but all over the world, have found low carb to be the best way to control diabetes. Before making any major changes to your diet, please consult your GP and/or dietician there may be medical reasons as to why you are unable to follow a low carb diet. Please also keep in mind that this diet isnt suitable for everyone, and the guidelines in this thread are simply here to help you make more informed decisions regarding your food intake and the way you manage your blood glucose. If you have Type 1 Diabetes: whilst there is not necessarily a medical reason that you cannot follow a low carb diet, please only do so after consulting with your GP and/or dietician. This is due to the fact that you may need to make changes to your insulin usage whilst low carbing."" All of that is writen with a microscopic letter I ask: Why it is not accepted from the Forum Staff criticism about Low-Carb diet? Is it because off the commercial consideration? Is it wrong the people shod know the consequences of extreme lov-carb diet? Why you remove the threads who debate that? There are many ""WHY"" tim2000s said: You have received a PM about this Luna. In response to your first comment I've quoted though, there are rather a lot of people on the forum that have reduced or removed complications as a result of a very low carb diet. There are also some that have seen issues. Dr Bernstein himself advocates very low carb to do so, so you will need to demonstrate what you mean by consequences with evidence. Click to expand... Hi Tim I do not agree wit you. All of you speak of the positive effects on the lowering the glucose in the BG. It is truth, but it is the only one side of the results. All of you forget or do not know the second consequence of the diet. I write about the extreme low-carb as some one say 5 to 10 gram carbohydrate per day. This kind of diet can be fatal especially for diabetics. If this ""doctor"" Bernsein has been a real doctor then he will newer accept the diet with 5 to 10 gr./day carbs.If the person eats to mush lipids and very low amount of carbohydrates, then the liver mobilise FA's (Fatty acids) from the adipose tissues and the mitochondrial beta-oxidation in the liver will produces to mush ROS (the Reactive Oxygen Species) that are a very injurious to one's health, because they attack the cells membranes.The blood of the person will have huge amount of FA and it will have negative effect on his health. The consequences on long term use of this diet result in: Atherosclerosis, Diabetic retinopathy, Infections, Cataract, Hypertension and Renal disease. Your Dr. Bernstein must know about that, or he is only doctor of name and not real doctor. Everyone who study medicine know about how the liver works i.e. all about metabolism. It will be impossible to me to give all of you evidences about my claims, but you can begin to study in medical literature and you will get this evidences. Do not ask Dr. Bernstein! ChrisSamsDad said: Please post the evidence you have for these statements, then we can judge for ourselves. Click to expand... For example you can get the evidences if you bye or borrow the volumes: GUYTON AND HALL Textbook of Medical Physiology and Williams Textbook of ENDOCRINOLOGY. There are many another volumes where you can read about this problems. dawnmc said: Dr Bernstein is a genuine doctor in the states, he's also a Type 1 diabetic, I think he knows a lot. Click to expand... Honest I do not know this ""doctor"", but I know about Dr. Atkins. Oldvatr said: The Williams textbook was first published 65 years ago, and although it has been updated 13 times since. it probably does not reflect the recent medical discoveries reported in the last 2 years. Current edition is shown as e13 in 2015 Edit to Add: Currently available from Amazon at USD 128.34 Click to expand... My edition is 12 ChrisSamsDad said: Luna, you don't seem to understand that we're mostly talking about a Low carb - High Fat diet here, not the Atkin's diet, which concentrates more on high protein than high fat, and that doesn't reduce blood sugar very much because of gluconeogenisis. The basis of most fat-avoiding research and received wisdom - that is knowledge that's gained from text books and teachers and not challenged - is based on some very flawed studies and you're also mentioning issues that are caused by a high fat, high carb diet - it's true if you eat high fat and don't cut out most carbs, you'll suffer all sorts of issues. I can't find a study which supports your argument that a LCHF diet causes complications of diabetes, there are a lot of us here who have decreased their blood sugar level down from dangerous levels which certainly would cause the complications to levels which haven't and seen their cholesterol results going the right way too. Click to expand... You have misunderstand me. I do not write about Atkins. I accept your opinion, but I have mine. You do not need to trust on me. I am listening and not more. All of you are focused on the lowering effects on BG, but there are much more about Extreme LC. Have a nice day"
thread-68912,Feeling peed off sorry for it being a negative first post :(,mossy77,"Dec 13, 2014",194,"13,571","Im 37 male im overweight not from being lazy or eating to much but im over weight ive been having reccurrent chest infections over the last 12 months since quitting smoking im also asthmatic and ive been on prednisalone steroids precribed by my gp witch ive took before being a lifetime asthmatic the last few weeks ive been really ill feeling like im having a heart attack arms burning face burning aching feeling hungry after eating and so on ive been rushed to hospital 3 times this week all ecg and bloods are saying heart is good but got my bloods back from my gp the day after saying i have vitimin d and vitamin b9 and b12 deficiancy and high blood glugose cant remember the amount she said but took another to test for diabeetis when i got took into hospital the ambulance took my sugar test and it was 11.2 at 1.20am in the morning and 13.4 at hospital had tests done on heart nothing let me home 2nd night 1.26am same again racing heart on ecg when ambulance comes blood 10.3 heart tests done all saying good next 2 night i felt better but not as bad as previous then boom my worse night at this point id been on vitamin d and folic acid for 3 days 1.30am this time not just heart feelings but all my left arm was like a hot fuzzy burning feeling then where my arm joins to chest was ice cold wife calls ambulance again blood was 9.9 heart test done but no bloods all come back good at this point this has happened 3 x in a week im scared that there tests aint working as my mom and most of my family aunts n uncles are diabetics and my moms heart attack was bought on by her diabeetis that she didnt no she had when she got took in she had the same tests as me and hers come back fine for her heart but they kept her in the 2nd time it happended and boom she had 3 mini heart attacks on the night at rest ive told the doctors all of this and the history but wont keep me in for tests or even give me a machine to test my sugars i feel like im on my own and just being let down by the people i should be trusting also ive just found out that the steroids the gp gives me can bring on diabeatis im real at my end here and scared im being teated for a type of copd and ms and me and fibromyalica at the same time all this is taking its toll on me yes im stressed and scarred but the doctors telling me im being a depressant and anchious witch is total noncence i just want answers sorry for me making my first post this long and probs have loads of spelling mistakes im sorry last thing i wanted is to tell the world my problems thanks and cheers for accepting me to join i having to use my moms every other day as i aint got a machine but used hers today and after having 1 piece of toast 2 hours later my bs was 9.9 since last week when i got my 1st high reading im not eat any chocolate at all and no buiscuits or and sugar free pop either ive also cut my sugar in my tea to half a sugar from 1 sugar not that i drink alot of tea anyway cheers for your replys just feel like im being left to fight this on my own as doctors dont seem to want to tell me anything at the moments my eyes are soar and blury and my face feels like its got acid running through my veins and the shocks in my chest is doing my head in ive just ordered my own machine tonight and spent alot of money i dont really have to get it so hopefully be here in few days im booked in for a ct scan in jan on my chest to see whats going on just feel peed off as if it was bought on by steroids i should of been told i was at high risk of getting it im not one for medication and tbh i wasnt that bad with my chest to be taking them anyway just that it what my gp does not interested in looking at you or testing you just writes a prescription thanks for your replys it means alot i will do buddy feel a taj better just reading your replies (Y) Yes seen that its part of it by having a look about online but its ok just looking id been looking for someone to talk too think ive found the place at last Thx brun and the rest of you errm they took the 2nd lot thursday so hopefully monday tuesday from gp,s or sooner from hospital but tbh both have been a bit hopeless this is the machine ive ordered after doing reviews i picked this one as it had a good review plus i have not got to keep putting the tabs in Ive read so many different things what to eat and what not to does anyone have a list a good things to eat and real bad things not to eat for your blood sugars ive noticed the pasta and bread ones come up alot am i right to think that brown pasta is good ? thanks for everyones help felt like i was on my own all week well no heart symptoms tonight so far but still not sleepy even without much food lol cheers tim wow you really cant eat to much not alot of choice left lol but if it kicks the **** out of this it has to be done cheers buddy Both of those look great jack cheers im t total so no beer in my diet anyway my biggest problem was pop and chocolate but not had none all week 7 days tomoz wife bought brown pasta im guessing thats bad too i kinda no while i feel **** as been eating pastor normal stuff most of the week not much in portion but having it as thought it ws healther than the alternatives guess not lol really appriaciate all the help people im not one for medication taking and only ever take something if its a must ie had mri scan 12 months ago got lump in my back pressing on nerves and spine been offered opp if lost weight hard as hell tho and not high enough percentage to have it anyway or injections in back ive turned it all down as all tho it is painful my pain threshold is good just hoping it does settle down and the steroids aint give me diabeetis im hoping its a wake up call to get me thinking ive been off the steroids a week now aswell"
thread-24115,Importance of Creatinine Level,Dougie22,"Sep 21, 2011",12,"13,562","Does anyone know how important in the general scheme of things your creatinine level is and what the normal levels should be (if there are normal levels). I ask because I have recently been given access to my ""key records"" (more in a post to come in a few days) and these give Hba1c, BP, Cholesterol and Creatinine levels. There is no indication of a ""good"" range for the creatinine. There doesn't seem to be much emphasis on creatinine in either of the two books I have or in the stuff that was handed out by the NHS. The one bit of info I was able to dig up said that it would vary by size (I'm quite big), gender (male) and musculature (I'm much better than I was even a year ago), so that wasn't much help. MY doctor hasn't raised it so I'm assuming my level is fine and I'm not particularly wooried about it. I just wondered if it was generally accepted as a key indicator and how it is interpreted. I did a forum search and didn't come up with much but feel free to point me to an earlier discussion if appropriate. Thanks. I can now see that my current level is 103, which seems to be ok. I can also see, however, that it was 120 in 2007 and 114 in 2006. I didn't even know it had been tested at the time and my doctor didn't raise any issues with me either so..........who knows? I suppose its history now so I'm not worried by it, just interesting is all. See my post on NHS Scotland Online Diabetes Records Service if you live north of the border. Completely sympathise re dragon receptionists. my surgery is like this too. The doctor is treated as a monarch, the patients like serfs."
thread-108409,HbA1c result 4.7 good or bad?,ilcittadinoale,"Sep 24, 2016",9,"13,605","Hello everybody! I am type 1 since 2004 and my last HbA1c was 4.7. My previous ones were 4.9 and 5.1. I try to take care of myself and I do sports and I eat healthy food. But my doctor wasn't happy with my last result, She started telling me about the consequences and complications (amputations, retinopathy...) of high sugar levels (not my case) and low levels (heart attacks). She also asked me about my sugar levels, and I said that my sugar levels are moving all the time. I've always believed that the sugar levels in type 1 were moving always and it's been always like that in my personal experience. She said that the sugar levels in type 1 patients shouldn't move and I was wrong about that. Am I doing anything wrong? is she right???? because it doesn't matter how hard I'm trying, my sugar levels are always going up and down. I've also mentioned that I should be more naughty and start eating more unhealthy food in order to rise my HbA1c, but my doctor never said anything about it. What is in my mind is: Trying to do the right thing is wrong then????? or basically I should change doctor??? Thanks for reading!!! Thanks Catapillar and Chalup! She is a Doctor Catapillar and I think that she was trying to scare me, but I don't know why. I agree with you with your comment (""I can't see any specific reason why your hba1c result in itself would have indicated a particular need to discuss the risks from high blood sugar levels""). Complications and my hypo awareness is total, and it's been like that since day one , I said that to the doctor, but she was talking to me as I was diagnosed yesterday . Furthermore, I work for the Diabetic Eye Screening and she knows that too. And definitely, I won't start eating unhealthy food, but when I made that comment, my doctor never said anything about it, and that's is really wrong too. Thanks again!!! GP doctor Thanks Catapillar!!! you are a star!!!"
thread-30449,Carb difference between cooked and uncooked rice,Anonymous,"Jun 15, 2012",3,"13,618",Hi I feel so stupid asking this. I had some rice and on the box it said 61g of carbs per 100g uncooked and when it was cooked I weighed it and it weighed 150g. The rice absorbs water whilst cooking so this is why it weighs more right? but do the carbs decrease or increase when it is cooked or does it stay the same?
thread-16277,sweet taste in mouth,flamingo,"Aug 10, 2010",6,"13,617","No doubt this question has been answered before but Im rather worried about this constant sweet taste in my mouth. I have diabetes 2 and currently am on the Byetta pen (supposed to be non-insulin) Im also trying hard to lose weight,but I come up against this each time I make headway with my diet. I have read or heard that this is a sign of kidney trouble brewing,or acidocis...anyway would be glad of some advice on this. Is there anyway to alter this yaste as its driving me crazy now. :?"
thread-38514,Cholesterol level of 6,crazymom,"Mar 13, 2013",15,"13,607","My Cholesterol level has gone from 5.6 to 6 in almost a year. My GP has began the discussion of statins, I do not want tot ake these. However we have agree that in 3 months time will will repeat the test. I have been eating less carbs and more meat, this my BM are slowly improving and I have lost a stone in weight. I would like to hear from anyone who managed through diet and excerise to redice their cholesterol levels (for some encouragement) and any receipie ideas, for example vegan or vegitarian meals. Look forward to hearing from you African mango???? Is that Mango from Africa? I will get back to you on the LDL and HDL. Just so happend I always get a copy of my test results so I can compare!!!! Ok Total Cholesterol is 5.5- 6 months ago was 5.6 HDL IS 1.09- 6MONTHS AGO 1.05 LDL IS 3.1 6mts ago, unable to calculate LDL, said higher than 4.5 serum Cholesterol gone from 5.9 to 6 Now to me things are slowly improving. I got 3 months to get the above results even better!! MCMLXXIII said: Its the seed from african mango. You buy it in standardized supplement ( usually tablet form) It reputes to lower cholesterol , burn fat, lower blood sugar amongst other benefits. A good google should help you decide if it's for you. But here's one for you: http://www.healthierpost.com/african-mango-benefits/ I get mine from absolutehealthcare on Ebay, I've used them for over a year and find them reputable and quick as well as competetively priced. Sent from my KFTT using DCUK Forum mobile app Click to expand... Thanks for that. Are you on any medication for Diabetes? and has it rediced your BM etc? MCMLXXIII said: And query those triglycerides too:smile: Sent from my KFTT using DCUK Forum mobile app Click to expand... Triglycerides =4.01 MCMLXXIII said: Well done! Youre moving in the right direction then? You know you could also eat porridge, as that's touted as lowering cholesterol too. The plant stenol spreads are there too but check the ingredients as they're not all the same. Margerine is grey at the point of manufacture and is simply evil:x I cut out the flora PRO active as i couldn't establish whether it was margarine with a fancy dress on or not. (If anyone knows please do let me know). Sent from my KFTT using DCUK Forum mobile app Click to expand... I am eating porridge as we speak!!!"
thread-99314,"Diabetes Control, Masturbation and Anxiety",Anonymous Question,"Apr 12, 2016",7,"13,643","Hello everyone, I've been a type 1 diabetic for 10 years and I'm currently 20. Well, I'm kind of ashamed to talk about this but it's been bothering me lately. I've started masturbating when I was around 13 years old and I've been doing it constantly. As I aged, I became more addicted to masturbation, doing it several times a day sometimes... When I was around 16 I started watching adult content and became addicted to it. My problem has always been controlling myself to not do it. In the last years, I noticed that I couldn't keep my erection unless I stimulate my penis. It usually goes back to normal within 30-60 seconds if I do nothing. This has became a mental problem for me, but it hasn't stopped me from masturbating. I don't control my diabetes that well but my blood sugar levels were around 6.5 the last time. I'm also depressed and have social anxiety, and this is why I chose to masturbate rather than going out and talk to people. What do you guys think? Is it a diabetes problem, or should I take a break from doing it? I also believe I have low testosterone levels since I don't have any facial hair on my face yet.. zand said: Do you happen to have blond/ mousy coloured hair? If so I think it's not unusual for facial hair not to appear in abundance until you are 25. This was certainly the case with one of my sons and some of his friends too. Click to expand... --> Yes, my facial hair is mostly fuzzy blonde hair. I can grow a mustache but after a while it looks ridiculous (typical teen mustache) so I rather shave it. I also shave my chin since it grows some short of beard, but overall it's not thick. I heard some people grow it later, so you might be right about it.Regarding my social anxiety, I doubt I can get over it since I've been so for all of my teenage and it's gotten worse. It's got something to do with the way I was treated by individuals and that I don't expect anything good from the majority of them anymore. Maybe I didn't meet the right people, but I waited too long for that. Deep inside that hurts me, since I'd like to be surrounded by a lot of friends and be cool with everybody. qe5rt said: I don't think i could maintain an erection without stimulation for a longer period than said. Doubt it has anything to do with diabetes. There's being in the mood and there's masturbating out of boredom, if it's the later i would think not being able to hold an erection is normal.That said low testosterone levels could be linked to erectile dysfunction (ED if i have to type it again). Anxiety and depression can also have an effect. And off course everything that can restrict the blood flow to the penis so diabetes is a candidate, but in the longer run. But ED usually is a case of not being able to get an erection or being able to sustain it while being stimulated. On a personal note i can't imagine having sex more than once a day (ok, i'm a bit older than you but still) as the second time i would probably not be able to maintain an erection neither. Click to expand... --> Well yeah, I guess all these things combined could make it worse. I read that depression is a serious issue if you're also diabetic, as it can slow or freeze any attempt to have a good lifestyle. On a serious note, I'm pretty sure that at my age there shouldn't be worries regarding this stuff. I believe every guy my age is able to maintain a erection for good amount of time, even if there is little or no stimulation at all. That said, I'd like to find the issue. Being addicted to masturbation, I used to do it everyday(several times a day) till I would ejaculate for the last 5 years. I'm struggling with this addiction, as the longest time without doing is like 2-3 days. I could hold up once for like 2 weeks but that was the most. My penis is so sore that sometimes it hurts when I pee, and also my sperm quality has decreased so much that it's only a couple of liquid drops.I had to write this, and I'd like to apologise if my post is too disturbing. I'd like to bring in this issue since it's bothering me. I think my penis head is less sensitive especially in the upper area. One thing I would blame is excessive masturbation and harmful at times. Let me explain why I believe this: I used to masturbate when my penis was so sore that I could barely have an erection, yet I still forced it. Basicly I used to masturbate till I would ejaculate so that I would feel done.This is a serious problem I've got along with social anxiety, and I believe that I use this to release some of the stress I'm going through. Please don't judge me harsh or anything. Could you guys give me some advice on how to fix this issue? Would taking a break be the best option? It's just hard for me to control though, I always forget about it.Thanks"
thread-83656,What is the relationship between mmol/l and mmol/mol,Tco,"Sep 8, 2015",8,"13,668","I have recently attended the first day of a Desmond course on type 2 diabetes. I came away frustrated because the course tutors were unable to tell me the relationship between the above mentioned two figures. There appears to be a difference factor of about 10, but I am told that one is the average over several months and the other a ""spot"" figure. I know that when I last had a blood sugar test, the figure I was given was 5.1 which I understand is within the 4 - 7 range of being normal. But although the tutors knew the figure of my mmol/mol, they declined to give it to me. Neither could they explain what the relationship between the two figures might be. I felt as though I was being patted on the head and given the advice ""there there, you have no need to bother your pretty little head with such matters."" It was not made clear what the expressions or abbreviations meant. After a lifetime in engineering, I am used to using criteria about which I have been informed. The course was as announced at the outset, very ""structured"" and this structure did not seem to take account of any awkward questions that might be raised. I felt somewhat patronised. Because no-one seemed to even try to answer my question. Has anyone something that would help me discover the answer? Thanks in anticipation Thanks to both Catherine and Deejay for your prompt replies. Incidentally, I was told because I was taking notes, I was therefore not paying attention! This to someone who for years took minutes of technical meetings!"
thread-109704,PIP - anyone successful?,J smith,"Oct 17, 2016",21,"13,696","Hi all I've had diabetes type 1 for 48 years and have got proliferative retinopathy. I've had vitrectomy operations on both eyes and one eye had a detached and torn retina. I've applied for PIP but there seems to be a problem with people with diabetes getting it?! I can't see my computer screen to work any more so not faking it...!! Has anyone else been successful in a claim please? Thank you. The form seems to be a lot of questions about whether I can talk to people etc but not about the fact that I can't see them very well it's nice to hear from someone who was successful x Hi yes I think Atos do them here. It does seem a bit hit or miss as to who gets it and who doesn't. And the assessments are done by a healthcare professional whatever that means!! Thanks for all your replies. It does seem, judging by the answers, that you can't get PIP on the basis of having Type1 which is a chronic illness in itself. I've had it for a long time and things are not going well. I hope that everyone who has applied and been rejected will appeal as there are very few other conditions which can lead to such horrible complications. Good luck Thank you for your help everyone."
thread-128543,Why is the Low Carb programme No Longer Free?,serenity648,"Oct 30, 2017",85,"13,457","Question is in the title really. Its 29.99 to sign up for it now. I think there is glitch - I just logged in, and I have to pay to continue, even though I signed up months ago. and ideas @DCUKMod ? woodenone46 said: the price you have quoted is the price for the Type 2 Testing Programme which covers the cost of supplying the requisites for it. This fee is payable quarterly. I would assume that somewhere along the line as said previously a Cliche Click to expand... no, that is something else. I am talking about this page: https://www.lowcarbprogram.com/ There is no indication on that home page, or the mome page of diabetes.co.uk, or any subsequent pages, of a fee. It only when someone has given their full name, email address and made a password that the page with the Paypal request for money appears. I think that, in the interests of transparency, there should be a clear statement of the charge before people give their detail to create an account. hichamgsm said: You can use this application I think it's free 100% https://play.google.com/store/apps/details?id=com.fatsecret.android Click to expand... Thank you. However I do not have a smart phone of any type, and the Low Carb Programme on here is far more than a list of carbs in food. I do not have an issue with @DCUKMod charging, although i think the price is a bit steep for people who just want to have a look round to see if its right for them. My issue is that nothing has been mentioned about it no longer being free, not on the forum, or on any of the webpages introducing the low carb programme, until after the person has started to make an account and given personal information. In fairness, the Mod team are trying their best to sort out for me why I can no longer log in to it. hichamgsm said: Unfortunately the poor suffer more In any case the program site you can page through the Internet Click to expand... sorry, what programme site? I'm easily confused : ) Thank you, that site is most helpful and I am going to bookmark it. hichamgsm said: https://www.fatsecret.com/calories-...s-black?portionid=55489&portionamount=100.000 Click to expand... forgot to ask, as that is a US site, do I add the fibres in or take the fibres out of the total sugars figure to get the right number of carbs? or something else? (told you I was easily confused) hichamgsm said: I'm sorry my English not good maybe you are not understand me Click to expand... Your english is very good."
thread-15283,Type 3 Diabetes,bestshot,"Jun 8, 2010",6,"13,462","Hi everyone I am new to the forum but have found it the most useful source of infomation since being diagnosed with Type 3 in feb this year. Does anyone out there know anything about Type 3? I would be very grateful to throw a little light on the subject :? Many thanks Thanks I think the Type 3c is the closest anyone has got yet, the information is much appreciated."
thread-33381,freestyle insulinx calculator code,Malcolm.Smith,"Sep 28, 2012",9,"13,519","Ok I know why freestyle have instigated this code to cover their backs, But I've had type 1 diabetes for 35 years now and I can say I'm pretty qualified to calculate my own insulin levels. I would like to have this function as a base level to help calculate my insulin dose. Problem being my next appointment with my diabetic clinic isnt for another 3 months!. If anyone has this code I would really appreciate it. Could you email it to me at malcolmsmith_97@hotmail.com and title the email ""freestyle code"" so I can fish it out of my junk mail. Thanks sooo very much folks :wink: DOH! oh yes or PM me. I hear one code does every machine and its currently available online but I cant find it. Please if anyone can get me this I would be eternally grateful That's brilliant thanks muchly for that. I googled this and never got anything like this! Thats true! but I like the log function. I know the lite version has this sort of function but this one is so much easier to access and read plus you can plug it into your laptop and make a printout (so I'm told, i havent actually done this yet). Despite the size the carry case isn't that much bigger than the lite version."
thread-34706,Goats cheese - high fat ..,Jennyfer,"Nov 8, 2012",8,"13,562","I am still a bit confused by diet etc. I have just had some goats cheese, which is low in carbs and sugar - good for diabetes. However, a few years ago I was on the Weight Watchers diet (pre-diabetes) and the saturated fat in the goats cheese would have been a big no - no - as would cream and butter. So is it a case of one thing is good for the diabetes but not weight loss and vice versa? Also, I have been eating a lot of cheese - good for the diabetes I think - but I am thinking this can't be good for cholestoral and will be clogging up the arteries? I had my first tests 4 months back and went to 6.4 (46%), which the nurse was pleased about. She said to go back in 6 months unless I wanted a test after 3 months. I think I will ask for a test now to be on the safe side as I am not testing myself at all. This is all very confusing. I lost weight quickly and now it has stabilised a bit. All the time I was losing weight I thought this must be good for the diabetes and so I switched off to what I need to do long term. Thanks for the replies. Useful as always. Previously I was addicted to Longley Park cottage cheese, which was a big help but my local Sainsburys stopped selling it, which is why I have converted to goats cheese at lunchtime. Pre diabetes I would have had a sandwich or 4 muffins - so a big improvement!! Difficult to know what to pick up in the supermarket at a lunchtime at work to eat at my desk. Not keen to do packed lunches (not good at getting up in a morning!). Thanks again."
thread-26912,chest pain,Roberta,"Feb 15, 2012",20,"13,726","ive been diabetic for 9 years now and for 3 years have suffered from chest pain on and off. doctors said its not from diabetes, its anxiety but i really dont think it is! ive been hospital a lot in the past with high keytones and know that that can effect your organs! was wondering if this is the reason why i could be having chest pains? No medicines have changed, i can be anywhere and get them, in bed, waching tv, out somewhere, literally anywhere. it gets to the point where i nearly have to call an ambulance. sometimes its just constant pain and sometimes it comes in sections and gets stronger and stronger. it can sometimes wake me up when im asleep, just want to get it sorted, because with being diabetic i think the worse Thank you for your comments, by reading your comments, maybe it is just anxiety, its a horrible feeling. i just panic about it thinking im unhealthy or something. my bloodsugar is well controlled now and ive started the gym to see if that helps. just hope it gets better soon. if it is anxiety is there any tips you could give me to calm the pain down?"
thread-11673,What is a normal Glomerular Filtration Rate?,Bluenosesol,"Nov 22, 2009",6,"13,357","Hi guys, I had a very pleasing 6 month review this week, however, I am concerned by my GFR, which is to do with the rate that the kidneys do their stuff!. On my test results, it states that my GFR is 78, which is acceptable, as the normal range is >60. On further investigation, I read that a normal rate is actually > 90 and that a reading between 60 and 90 is an indicator of ""mild"" kidney failure!!. :shock: I also read that GFR naturally decreases with age. I do a lo carb diet and the main theme of current advice states that the high protein content of a lo-carb diet does tax the kidneys to a degree, however for normal healthy kidneys, this is not an issue. So :?: as a 53 year old, T2, is a GFR of 78 acceptable? Regards Steve."
thread-33974,Will my neuropathy get worse? - Anonymous Question,Anonymous Question,"Oct 17, 2012",7,"13,396","Anonymous question submitted: I was diognosed with peripheral neuropathy about a couple of months ago after suffering this for quite some considerable time without knowing why. My question is will it get worse over a long period of time and cause problems with walking and balance, and what will be the final outcome when this does catch up with me and will it put me in a wheel chair. I have started a new drug last night which is called pregabalin will this help to keep the edge of the pain and discomfort that keeps me awake through the night and constant pain through the day and when walking. To submit a question, please go to http://www.diabetes.co.uk/ask-an-anonym ... tion.html/"
thread-37310,not taking insulin with a no carb meal?,Nimster,"Feb 10, 2013",30,"13,263",I was on the BERTIE (similar to DAFNE) course last july and one of the subjects was insulin and carbs. However we were told that you wouldn't have to take any insulin with a meal that has no carbs in them eg. Salad! I still don't really feel confident with what they said as I have always taken my insulin during my meals. If anyone can help me understand this or if anyone has been told similar i would be very much appreciated. Thanks Only recently that I've managed to get my insulin ratio back on track. At the moment I use a 1.5 to 10 ratio which works absolutely fine even though i do get the occasional low blood sugar (dietitian reminded me to change the ratio depending on the meal). Would the Lantus be of help because of it still being in the system and how it works throughout a 24 hour period? i know i need to cut down on my carbs...i was diagnosed with diabetes 13 years ago and back then of course they always told you to eat carbs to keep the bloodsugars good and i was on actrapid insulin way before i had to start taking the novorapid and lantus insulins. I guess having vegetables would be a better source of carbs and maybe sticking with wholewheat based carbs too I think i feel a bit more relaxed about this now. Thank you so much for your help guys ^_^ All i do stupidly worry about is that if i was to have a plain salad and not take insulin with it that my bloods would go haywire. It's like if i was to have a glass of orange juice with the salad (as sainsbury's orange juice has 18.4g carbs per 200ml) then would I have to take extra insulin?
thread-123539,Pins & Needles,steph84,"Jul 14, 2017",4,"12,990","Hi Guys, My name is Steph, I'm 32 years old and have been diagnosed with Type 2 since 2013. I currently take Metformin daily but have been changed today to Alogliptin as the metformin was causing stomach problems. My blood sugar reading was also 79, which is very high but also the lowest it has been in 4 years. I have never really had any problems before and I suppose I have been in denial and not really taking into consideration my illness at all as I have always felt nothing but well. The thing that is bothering me the most is that I have had 'pins and needles'/numbness in my hands and feet continuously for the last 12 days. I also have a tingling feeling around my torso. The doctor said that she is sending me for tests but I have looked up possible reasons for this on the web (not sure that was a wise move) and am worried it could be neuropathy. Has anyone else experienced feelings of pins and needles? Does anyone know if it is caused by high blood sugar, and also, the most important question is, once my blood sugar levels are under control, will these feelings go away? Thanks, Steph"
