,thread_id,thread_title,thread_link,thread_author,thread_startDate,thread_replies,thread_views,post_id,post_username,post_userTitle,post_userNbMessages,post_userLikesReceived,post_userTrophyPoints,post_DateTime,post_like,post_agree,post_useful,post_funny,post_informative,post_friendly,post_optimistic,post_hug,post_number,post_messageText,post_quoteText
92904,thread-118108,Keeps cropping up .....,https://www.diabetes.co.uk/forum/threads/keeps-cropping-up.118108/,Robkww,"Mar 20, 2017",3,586,post-1418443,Robkww,Well-Known Member,256,248,63.0,"Mar 20, 2017 at 8:23 PM",0,0,0,0,0,0,0,0,#1,I keep coming across people on the Forum who need help to work the NHS. Is any guidance issued through the Forum to explain to new and less assertive members what they should expect from and how to get the best out of the NHS system? A good example where people are missing out is carb counting and support available through courses - fairly fundamental to good control but people are missing out?,
217309,thread-34776,ask,https://www.diabetes.co.uk/forum/threads/ask.34776/,roseugine,"Nov 9, 2012",4,671,post-327902,Paks,Newbie,1,0,21.0,"Nov 9, 2012 at 11:33 PM",0,0,0,0,0,0,0,0,#4,"Hello I'm Paks aka Sam powdered milk and sliced cheese together with wheat bread with tuna spread had been my daily breakfast diet. Is this eating habit good for my condition? If it needs to be controlled, what is the advisable amount of intake?",
120124,thread-103584,What does the UK leaving the EU mean for us?,https://www.diabetes.co.uk/forum/threads/what-does-the-uk-leaving-the-eu-mean-for-us.103584/,notafanofsugar,"Jun 24, 2016",730,"46,218",post-1193812,Simon84,Type 1 Well-Known Member,326,539,153.0,"Jul 1, 2016 at 11:53 PM",0,0,0,0,0,0,0,0,#519,"Yes and also the insinuations about leavers being racist or responsible for nasty racist hate crime that is committed by a small and nasty proportion of society who are scum regardless of the referendum outcome and DO NOT speak for myself and every leave voter I know but yet little nasty insinuations and hints are dropped by some sulking remainers with their own personal agendas,get over it and accept the result and stop insinuating that people who voted leave are plebs!",linnyb said: Is it just me that is sick of the insinuations that all leave voters are silly/stupid or irresponsible children? This needs to stop! Click to expand...
131398,thread-95439,Reactions to diabetes...,https://www.diabetes.co.uk/forum/threads/reactions-to-diabetes.95439/,casspetrick,"Feb 22, 2016",20,"3,199",post-1073862,dbr10,Type 2 Well-Known Member,"2,274","1,201",198.0,"Feb 22, 2016 at 1:27 PM",0,0,0,0,0,0,0,0,#7,"People really are stupid. I accidentally let slip I was diabetic to an elderly lady because I'd just had the diagnosis and had been knocked for six. She was very concerned that I must eat, otherwise I'd end up in a box! Besides, she knew someone who had been diabetic for years, and he just had whatever he wanted.","Bluetit1802 said: I am very open about my diabetes. I've never withheld it from anyone, and normally get the usual ""you poor thing, no more cakes"" followed by ""eat it, one won't hurt"" Click to expand..."
84084,thread-122419,T1 - Eating before running a 5K,https://www.diabetes.co.uk/forum/threads/t1-eating-before-running-a-5k.122419/,drdubasik,"Jun 20, 2017",7,840,post-1490702,Jaylee,Type 1 Expert,"9,111","8,587",198.0,"Jun 20, 2017 at 11:53 PM",0,0,0,0,1,0,0,0,#2,"Hi @drdubasik , Welcome to the forum.. Going to tag in @catapillar . From memory she runs. She maybe able to help you?",
194196,thread-51572,Work after Pancreatectomy,https://www.diabetes.co.uk/forum/threads/work-after-pancreatectomy.51572/,Refandy,"Jan 18, 2014",20,"4,153",post-470701,Refandy,Type 3c Member,14,4,43.0,"Jan 26, 2014 at 7:29 PM",0,0,0,0,0,0,0,0,#14,Thanks once again. I'll come back to the books once I have seen the surgeon and the final decision has been made. Feeling more confident about it now. You may have come across this already but if you are looking for another one I have been recommended 'Carbs and Cals and Proteins and Fats'. I haven't read it my self yet but know others who have. http://www.amazon.co.uk/Carbs-Cals-...1&keywords=carbs+and+cals+and+protein+and+fat,
259010,thread-6674,SO FED UP,https://www.diabetes.co.uk/forum/threads/so-fed-up.6674/,shandromeda,"Mar 2, 2009",11,"1,028",post-56221,shandromeda,Well-Known Member,116,0,36.0,"Mar 2, 2009 at 11:17 PM",0,0,0,0,0,0,0,0,#7,"Big thank you to you all,feeling a bit better now i've read your post's i went and had some total o yoghurt and red berrys in the end and was so stressed out forgot to take my med's my bg reading was 10.6,took them now,thanks to your web sites i found a great low carb shop and found low carb pasta,breakfasts and all sorts so i bought a few things that will help me with those small steps,thank you for all your help.I use to drink a lot of flavoured water with sweetner but my nurse said don't drink it as it has sugar in it,but theres no trace of it or the hidden ways they sneek in so i think i'll drink it again.As for how i use to eat i've been on a diet since forever so still in the habit of looking for low fat's but mostly it was weetabix or porridge in the morning,sandwich with salad or a salad wrap for dinner and pasta and quorn in a home made tomato sauce or jacket spud or veg curry with potatoes,i don't eat fish,some times when i'm busy i just need to grab some thing on the go thats quick ,on my own with teenagers don't help time wise,thanks to all,shan x",
40140,thread-148976,Different readings,https://www.diabetes.co.uk/forum/threads/different-readings.148976/,Lesley56,"May 30, 2018",7,498,post-1795155,Lesley56,Type 2 Active Member,38,7,68.0,"May 30, 2018 at 8:28 AM",0,0,0,0,0,0,0,0,#1,"Am confused, always check my levels when I first wake up, was given a new wireless Jazz yesterday, 9.1 on that, decided to test on my old one 8.5, I also tested on the I normally keep at work 9.5",
111352,thread-108523,Life insurance,https://www.diabetes.co.uk/forum/threads/life-insurance.108523/,PkBhoy84,"Sep 26, 2016",6,502,post-1259386,PkBhoy84,Type 1 Member,15,2,43.0,"Sep 26, 2016 at 4:10 PM",0,0,0,0,0,0,0,0,#1,Hello. I'm looking to get some life insurance for peace of mind. I would love some advice on who is the best company to cover a type 1 diabetic.,
4093,thread-164108,Insulin Statistics,https://www.diabetes.co.uk/forum/threads/insulin-statistics.164108/,Chamdog,"May 9, 2019",1,121,post-2047644,Chamdog,Type 1 Newbie,1,0,41.0,"May 9, 2019 at 3:19 PM",0,0,0,0,0,0,0,0,#1,Im interested in statistics. Does anyone know if there are any statistics on how many people use insulin in England the rest of Europe and The USA?,
27180,thread-157155,Reading is HI,https://www.diabetes.co.uk/forum/threads/reading-is-hi.157155/,Mazzymaz,"Oct 8, 2018",13,446,post-1895081,enzina,LADA Well-Known Member,226,322,103.0,"Oct 8, 2018 at 7:12 PM",0,0,0,0,0,0,0,0,#6,"Hi Mazzymaz, Do you have test strips for ketones as well?",
233465,thread-24278,Pressure from Doctor to lower cholesterol levels,https://www.diabetes.co.uk/forum/threads/pressure-from-doctor-to-lower-cholesterol-levels.24278/,Dougie22,"Sep 30, 2011",6,"1,729",post-221792,Dougie22,Type 2 Well-Known Member,316,235,83.0,"Oct 4, 2011 at 7:58 PM",0,0,0,0,0,0,0,0,#5,"Thanks for this. I'd come across Duane before (and have read the Kendrick book) but I hadn't heard of Stephanie. The paper at http://people.csail.mit.edu/seneff/why_ ... _work.html is really supportive for those who want to avoid statins. The problem remains that it is impossible for an average person to really know which set of eminent academics are correct. In the end, I fall back on the fact that there is debate out there, my previous experiences, and my view that no drug has ever been proved safe to take for 30 years. I have decided to ring the doctor and inform her that I will, once again, be declining her prescriptions. I think I've also decided to have no further cholesterol tests - what's the point if I'm taking this point of view. I am extremely lucky that my wife supports me in this decision (indeed, it's she who thinks the statins were affecting my mental facilities), otherwise there'd be even more pressure.",
129356,thread-96905,MARGERINE OR BUTTER.,https://www.diabetes.co.uk/forum/threads/margerine-or-butter.96905/,BARRE037FE,"Mar 8, 2016",27,"5,598",post-1090127,bobrobert,Type 2 Well-Known Member,390,272,123.0,"Mar 8, 2016 at 2:20 PM",0,2,1,0,1,0,0,0,#7,I read that margarine was invented to stuff turkeys and was originally white in colour and changed to yellow for human consumption.,
221648,thread-31789,Calculating the GL figure,https://www.diabetes.co.uk/forum/threads/calculating-the-gl-figure.31789/,rt567,"Aug 1, 2012",7,987,post-299498,rt567,Well-Known Member,50,1,28.0,"Aug 1, 2012 at 11:09 PM",0,0,0,0,0,0,0,0,#1,"Hi I've learnt how to calculate the GL figure, ie Gi x GL dived by 100 = result for burgens soya/linseed bread its about 4.3. per slice which is 40 grams I think So if I was to eat slices, would that equate to 8.6 and for 3 slices 12:9 etc/etc? Within reason course, plus what I have in the bread. Otaibix calculation is about 8 GL per biscuit Please help. Thanks again",
210877,thread-37358,What do you consider a dangerously high blood glucose level?,https://www.diabetes.co.uk/forum/threads/what-do-you-consider-a-dangerously-high-blood-glucose-level.37358/,daniel1021,"Feb 12, 2013",12,"13,839",post-349271,izzzi,Type 2 Well-Known Member,"4,207","2,400",178.0,"Feb 12, 2013 at 11:28 AM",0,0,0,0,0,0,0,0,#6,"Re: What do you consider a dangerously high blood glucose le Hi, Daniel1021 My first thought is something is wrong with your meter or strips.(27.9 did you mean 7.9) Oddly enough I had a high reading this morning. Straight away I tested on my other hand and the result was normal. ( I am using my final batch of test strips prior to my next delivery in a few days). beat of luck, Roy.",
119718,thread-103304,Cutting carbs - is this too low?,https://www.diabetes.co.uk/forum/threads/cutting-carbs-is-this-too-low.103304/,carina62,"Jun 19, 2016",9,690,post-1183595,Robbity,Type 2 Expert,"5,526","11,988",198.0,"Jun 20, 2016 at 9:59 AM",5,0,0,0,0,0,0,0,#6,"I've been down as low as 20g carbs (mainly from veggies) for a short while, and now keep to under 50g, and this level has been sustainable for over 2 years now as I can eat a good varied low carb diet which also keeps my glucose at an acceptable level. It's the sustainable part that is most important to my mind as for many of us LCHF must be a permanent lifestyle change rather than a shorter term diet. And it depends both on what each of us needs to eat to bring our glucose levels and/or weight down, and how we are able to handle managing our diet long term at that level, so you need to find your own balance. Eating a slightly higher level of carbs is going to be better than being over ambitious and going too low and (maybe continually) falling off the wagon, but if you're managing now and feeling well on it then you're doing just fine! Robbity",
175304,thread-63376,Any teens on insulin pump and been on a sliding scale in hospital,https://www.diabetes.co.uk/forum/threads/any-teens-on-insulin-pump-and-been-on-a-sliding-scale-in-hospital.63376/,Ca2910,"Aug 21, 2014",3,553,post-617297,Ca2910,Type 1 Active Member,43,12,48.0,"Aug 21, 2014 at 12:44 AM",0,0,0,0,0,0,0,0,#1,"Hello , I have just been discharged from hospital but I was taken of my insulin pump and was put on a sliding scale and was put on fluids - my blood sugars became stable but the nurse at the hospital I was at said my background insulin rate was low as she was saying 3 units an hour was keeping me stable on the sliding scale but the rate on my pump was 0.54 u/h - the nurse thought this was too low - I am confused because some nurses have said different and some have said the same Any help ?",
218463,thread-34041,Training for London Marathon,https://www.diabetes.co.uk/forum/threads/training-for-london-marathon.34041/,Barry Jeffreys,"Oct 19, 2012",0,669,post-320470,Barry Jeffreys,Member,18,0,21.0,"Oct 19, 2012 at 9:04 PM",0,0,0,0,0,0,0,0,#1,"I am in the midst of training for next years London Marathon so I'm looking for as much advise as possible. While my main training plan starts in November I am currently running 12k twice aweek and pushing 15k on a Friday. My main problem apart from my age is acid reflux or that's what I have been told it is by various docs. If I describe then maybe some one can advise what they think it might be and how best I can find relief, any help will be very gratefully received. As soon as I start running I have the feeling of trapped air in the centre of my chest,p its a constant pain, I continually burp and if I can get enough air up the pain goes and I run really well. If I can't the pain stays and my running seems to be affected. If I start too quickly and don't get the air up first I really struggle for the duration of the run. If can somehow sort this out the whole training thing will be much easier as its not much fun knowing you will struggle from the first step to the last. I have had a lot of tests, including an endoscope, scan, and many variants of anti reflux medication but nothing seems to work. I am type 2 diabetic currently taking Pioglitazone 15mg/ Meformin 850mg twice a day, Gliclazide 80mg, 2 in the morning and 1 in the evening , 15mg of Lansoprazole once a day, Ramipril 2.5g, once a day, Atorvastatin 20mg once a day",
170165,thread-65778,salad,https://www.diabetes.co.uk/forum/threads/salad.65778/,yorkie40,"Oct 14, 2014",8,643,post-653326,noblehead,Type 1 Guru,"23,635","19,635",278.0,"Oct 14, 2014 at 9:49 PM",0,0,0,0,0,0,0,0,#6,"Any dressing using Extra Virgin Olive Oil is good, there's loads to choose from on the net which are low in carbs.",
40775,thread-147749,Had My Diabetes Clinic Today Following The Low Blood Sugar Test,https://www.diabetes.co.uk/forum/threads/had-my-diabetes-clinic-today-following-the-low-blood-sugar-test.147749/,Aldebaran,"May 21, 2018",41,"2,806",post-1788074,Aldebaran,I reversed my Type 2 Well-Known Member,197,166,83.0,"May 22, 2018 at 3:23 PM",0,0,0,0,0,0,0,1,#20,"I'm the same DCUKMod. It happens when I'm hungry or if I test before a meal. Once I've eaten, my bloods are fine. And I agree with you in that people who aren't Hypoglycemic aren't tested as a comparison as much as they should. I can't emphasise enough just how bad my diet was and how my poor body struggled. Now, it's free of the junk and sugars, (barring my treats), so it's found another way of dealing with what I eat. I've re-tested before myself, a while after a suspicious reading and it's been fine. I'm still waiting for a phone call. Fingers crossed I can at least find out what is what and hopefully the doctor himself will understand this more.","DCUKMod said: My numbers run low and I do see 2s. When I'm in the 2s, I'm usually just about to have a meal or whatever. Sometimes I'll re-do the test and it'll show to have been a bit of a rogue, and sometimes I can feel my liver contributing to the game. It's my belief that ""normal"" people have these numbers, but just have no idea, because they're not gambolling around the country sticking lancets in their fingers, and the amount of research and testing on normoglycaemic individuals is limited. If you end up having a good going check over out of all this, that can't be a bad thing. Click to expand..."
12786,thread-161422,Hi all advice needed,https://www.diabetes.co.uk/forum/threads/hi-all-advice-needed.161422/,teddybear74,"Feb 17, 2019",31,"1,168",post-1991356,gemma_T1,Type 1 Well-Known Member,141,82,68.0,"Feb 19, 2019 at 11:00 PM",0,2,0,0,0,0,0,0,#30,Glad to hear you have had the c peptide test. Steroids and diabetes control dont agree with each other at all!!! Lets hope youll have some answers regarding the state of your health and future healthcare soon! Let us know! Ps I have no sick day plan either ... I just muddle through ... will make note to self get one sorted Lots of luck,
120274,thread-102705,Oral Glucose Tolerance Test,https://www.diabetes.co.uk/forum/threads/oral-glucose-tolerance-test.102705/,Lesleywo,"Jun 9, 2016",32,"1,649",post-1176143,Blip22,Type 2 Well-Known Member,57,56,58.0,"Jun 11, 2016 at 8:44 AM",0,1,0,0,0,0,0,0,#23,"The last reading on Lesleywo, is probably: thats her own insulin response was well calibrated ( I.e not excessive), to her blood sugar levels, and had ceased, while food just metabolized to glucose is still entering her blood stream. Also the liver releases glucagon to raise blood sugar amongst other things.",
142042,thread-18659,Retinopathy Screening,https://www.diabetes.co.uk/forum/threads/retinopathy-screening.18659/,dorcas61,"Jan 3, 2011",50,"21,086",post-170244,sugarless sue,Master,"10,098",226,133.0,"Jan 6, 2011 at 4:02 PM",0,0,0,0,0,0,0,0,#22,"So far, I have never needed the drops as my pupils dilate very well in the dark.",
137464,thread-88738,Please Help: Question about  insuman comb 25 and treatment.,https://www.diabetes.co.uk/forum/threads/please-help-question-about-insuman-comb-25-and-treatment.88738/,Stef777,"Dec 5, 2015",1,685,post-1004255,iHs,Well-Known Member,"4,607","2,321",158.0,"Dec 5, 2015 at 4:25 PM",0,0,0,0,0,0,0,0,#2,"What is yr diet like carb wise and how often do you eat a main meal and a snack? Also, are you able to bg test about 6 times during the day.....pre meal and then 2.5hrs later? Often with twice daily insulin, it's necessary to eat the little but often way and the level of carb adjusted to keep bg levels ok .",
65491,thread-130215,[emoji849][emoji31],https://www.diabetes.co.uk/forum/threads/emoji849-emoji31.130215/,daisypettitt,"Nov 30, 2017",16,"1,023",post-1634649,himtoo,Type 1 Well-Known Member,"4,598","5,332",198.0,"Nov 30, 2017 at 3:22 PM",1,0,1,0,0,0,0,0,#4,"Hi @daisypettitt welcome !! I see in your first post that you were diagnosed back in April of this year. this would mean you are probably experiencing some ""honeymoon period"" issues -- where your pancreas is still sort of spluttering a bit of insulin now and then and making things a bit unpredictable. you say you are not allowed to give a correction after your breakfast and before lunch as you are only diagnosed 7 months it sounds as though your diabetic nurse is just being cautious for your safety. I would certainly recommend that you have another chat with her soon. I would also ask her about going on a carb counting course ( usually called DAFNE ) - dose adjustment for normal eating. do you have a 1/2 unit pen for your fast acting insulin ? this can be great for people on lower doses and more sensitive - as they can dial in 1unit , or 1.5unit or 2unit and so on. it is a way of being more precise. finally -- Diabetes is tough to get your head round -- there is so much to take in and it seems fairly lonely at times. I am really pleased you found us -- a great group of people all sharing the same condition as you. Do hang around and continue posting all the best ! himtoo",
68656,thread-128951,1000g carbs a day! WHY?,https://www.diabetes.co.uk/forum/threads/1000g-carbs-a-day-why.128951/,Nicksimmo,"Nov 6, 2017",35,"1,984",post-1610952,Mark_1,Well-Known Member,270,122,63.0,"Nov 6, 2017 at 8:37 PM",1,0,0,0,0,0,0,0,#2,"300g of carbs would be around 1200 calories. 3 meals 3600 calories, before any protein or fats. I too disagree. Maybe you misheard him.",
49964,thread-154742,Uncontrolled Diabetes So Being Sent To Nursing Home,https://www.diabetes.co.uk/forum/threads/uncontrolled-diabetes-so-being-sent-to-nursing-home.154742/,BA66,"Jul 31, 2018",46,"11,603",post-1875555,Alison54321,Type 1 Well-Known Member,"1,097","1,651",198.0,"Sep 8, 2018 at 11:45 AM",0,1,0,0,0,0,0,0,#46,"I agree with @DCUKMod if you feel ready to make a complaint, then it's probably a good idea to move forward on that. A thought that keeps coming into my head is that what people with diabetes in hospital seem to need is a sort of advocate. As far as I know there is no such service specifically for people with diabetes, however, these services do exist, I think they can be accessed via the council, if he's in East Surrey it's probably a really bad service, because they wouldn't spend money on that sort of thing. But often people in power, and people working in the NHS do have power over patients, will behave a lot better when they know someone else is watching, it sort of changes the balance of power. Which is why a complaint is good, it alters the balance of power. This is all I could find, but it might be worth looking at. https://www.nhs.uk/conditions/socia...arities/someone-to-speak-up-for-you-advocate/",
92567,thread-118229,Bolus/basal,https://www.diabetes.co.uk/forum/threads/bolus-basal.118229/,lynbrown,"Mar 23, 2017",6,610,post-1420977,Daibell,LADA Master,"10,519","6,592",298.0,"Mar 23, 2017 at 10:19 AM",0,0,0,0,0,0,0,0,#3,Hi. Basal/Bolus is sometimes also referred to as 'MDI' i.e. Multiple Daily Injections.,
258008,thread-7188,ketones - God's joke for the diligent diabetic?,https://www.diabetes.co.uk/forum/threads/ketones-gods-joke-for-the-diligent-diabetic.7188/,increasingly cynical,"Mar 29, 2009",9,"1,174",post-64270,lucati,Member,23,0,21.0,"Mar 31, 2009 at 12:38 AM",0,0,0,0,0,0,0,0,#9,"You're very welcome! Well all type 1 diabetics have to take insulin shots; you might not know but the essential difference between type 1 and type 2 is that type 2's produce some insulin, but may not always be producing enough, whereas type 1's essentially produce no insulin. Some type 2's eventually become type 1, or, like me, are diagnosed with type 1 straight away. The problem I have (as I have put in my post viewtopic.php?f=15&t=7191 ) is that I'm not sure how to adjust my insulin levels now that I am eating less carbs! You are right that if you don't get enough energy from carbs, your body automatically produces ketones to break down fat from your body into energy. It's for this reason that the Atkins diet (and similar low carb diets) are such a popular choice...you can't help but lose fat! You have raised an interesting point though; remember, my body doesn't produce insulin, it only uses the insulin I inject to give me energy. So any excess won't make my body produce ketones. What produces the trace amounts of ketones for me is exactly the same reason for a non diabetic..it's a form of ketosis. Now there's a totally different situation for diabetics where your body produces ketones because long term you aren't injecting enough insulin. What happens (to the best of my knowledge) is that as you aren't injecting enough insulin for the carbs you are eating, your body assumes that you don't have enough energy coming in, so again it produces ketones to get energy from the fat in your body. The problem for diabetics in this case is that as you aren't having enough insulin, your sugar levels are high and you feel thirsty, because you have alot of sugar in your blood and the only way to reduce it (without enough insulin) is through passing urine. Remember, insulin isn't energy itself, it's what the body uses to create energy for all the cells in your body. And whether you need insulin for the fat that the ketones break down, I don't know. Does anyone have any idea?",
150623,thread-78725,Holiday,https://www.diabetes.co.uk/forum/threads/holiday.78725/,princessleia29,"Jun 14, 2015",10,672,post-876042,Eurobuff,Type 2 Well-Known Member,272,223,103.0,"Jun 14, 2015 at 12:41 AM",0,0,0,0,0,0,0,0,#2,"I was exactly in your position. I also low carb as well. I don't know the new hba1c numbers but I got mine down from 7.9 to 5.4 (I was diagnosed May last year). I've just come back from a few days in Amsterdam (4 days to be exact). I took my BG meter with me, BG was ok while I was over there but slightly higher when I got back *scratches head* but seem to be ok now though. I got back Tuesday. Before I went I researched the place to find out what food I could get easily. Luckily for me I could get more or less the same foods as I am eating here, although I did have to walk 3 miles to get it, but the exercise probably wasn't a bad thing! My next Hba1C is due July, but I was going to see a concert so could only go then, but even if it was just a 'normal' holiday I don't think the timing of my hba1c would put me off. Btw I took my meter in my hand luggage and didn't have any problems.",princessleia29 said: Hi all I was diagnosed a year ago with type 2 diabetes and so far I have been managing it with diet/exercise control only. I am now thinking about having a holiday abroad but I keep worrying about everything. Do I have to take my testing kit for a few days and if so is it ok on a plane? I'm worried generally being abroad with diabetes even though I have good control and I have no symptoms. I got my hba1c down from 55 to 44 in 3 months but I am still waiting for next blood test that is overdue. The 44 result was from last September. Should I wait for next test until I go abroad or am I worrying too much? Thanks for any advice. Click to expand...
214006,thread-37173,blood sugar testing equipment took off me,https://www.diabetes.co.uk/forum/threads/blood-sugar-testing-equipment-took-off-me.37173/,akindrat18,"Feb 6, 2013",12,"1,091",post-347785,maddiemo,Well-Known Member,68,0,26.0,"Feb 6, 2013 at 9:09 PM",0,0,0,0,0,0,0,0,#11,"What do they no!!!!!doctors drive me nuts i really haven't got any faith in them at all, also the nurses are just as bad, and don't even get me started on the dieticians I have seen a few and they wasn't any help at all. Just take notice of the advice you get on here. What a bloody nerve the doctor has taking your things off you!",
256595,thread-7963,Is a 'low' the same for everyone...,https://www.diabetes.co.uk/forum/threads/is-a-low-the-same-for-everyone.7963/,timewarp,"May 6, 2009",13,912,post-74759,whatashock,Well-Known Member,92,0,26.0,"May 7, 2009 at 10:04 PM",0,0,0,0,0,0,0,0,#14,"Just read this post, which is strange as I posted earlier as I have been feeling really bad all day. have been around 5.8 all day, which for me at the moment is lower than I have been since being diagnosed. I am really happy with the level, just not the feeling.",
131204,thread-95976,No longer diabetic?,https://www.diabetes.co.uk/forum/threads/no-longer-diabetic.95976/,specialk,"Feb 25, 2016",3,506,post-1077624,,Type 1 Moderator,"3,418","2,852",198.0,"Feb 25, 2016 at 5:24 PM",2,3,0,0,0,0,0,0,#2,"I think that once you've become diabetic you are always at risk, although you may have it under control. It may be your medication that's keeping you in the non-diabetic range (if indeed you are). Don't stop medication before talking to your doctor.",
248230,thread-13580,Testing costs?,https://www.diabetes.co.uk/forum/threads/testing-costs.13580/,Bazooka66,"Mar 3, 2010",11,"1,141",post-123747,cocacola,Type 2 Well-Known Member,328,31,68.0,"Mar 3, 2010 at 3:30 PM",0,0,0,0,0,0,0,0,#2,"Hi Baz, I got a free Monitor from Bayer, the Contour monitor. I rang them yesterday and told them their Contour monitor had been recommended by a friend. My friend gave me some strips to start off with. You get 25 in the box anyway. But the strips for the Contour seem to be relatively cheap on Ebay. Just make sure they are well in date. You will also need to buy some more lancets. If you look up Ascensia Microfill strips on Ebay they seem to be cheaper than the Bayer Contour, they do fit and work, it's just the name of the strips have been changed. http://www.bayerdiabetes.co.uk/sections ... meter/FAQs I started off with a Freestyle Freedom Lite, I bought last week in Asda, 7, but only 10 strips. Very easy to use, but in comparison, the strips are a bit more expensive.",
238491,thread-20770,"""Normal"" insulin dosages (Humalog)?",https://www.diabetes.co.uk/forum/threads/normal-insulin-dosages-humalog.20770/,Zanshin,"Apr 19, 2011",5,"13,129",post-188450,Zanshin,Member,22,0,21.0,"Apr 20, 2011 at 9:06 PM",0,0,0,0,0,0,0,0,#3,"Based on your reply, I could take almost twice the insulin I do (based on 0.5 -1 unit per Kg body weight), but so long as my HBA1c was ok, it wouldn`t matter. I struggle with this concept, hence my question. What kind of dosages do other people take? Re. eating less carbs/exercising more, as I mentioned I exercise 6 days a week - including 100 miles cycling on average, boxing, karate, circuit training - so my level of carb intake is necessary to fuel this. I`ve no intention of training more, nor of eating fewer carbs, just wanted some guidance on whether I`m taking more insulin or less insulin than anyone else. Anyone?",
236518,thread-22147,Fingers and thumbs,https://www.diabetes.co.uk/forum/threads/fingers-and-thumbs.22147/,carty,"Jun 27, 2011",13,"2,605",post-199965,Mal0lm,Type 2 Newbie,4,0,41.0,"Jun 27, 2011 at 12:52 PM",0,0,0,0,0,0,0,0,#3,"Hi Carol, Take mine from my middle finger or ring finger. bye Mal PS.stiil flinch when I take mine :cry:",
181128,thread-59400,diabetic hcp s,https://www.diabetes.co.uk/forum/threads/diabetic-hcp-s.59400/,sunday1980,"Jun 7, 2014",36,"2,718",post-563302,donnellysdogs,Type 1 Master,"13,206","12,463",298.0,"Jun 9, 2014 at 7:10 AM",4,0,0,0,0,0,0,0,#13,"It really seems to me that your ill feeling and gut probs etc is because of lack of food. Your brain needs food and water to function. Without it, it goes into shutdown mode.... You need a balanced diet.. With the food that you are eating then it would be really difficult for any healthcare professional to come up with a diagnosis of say coeliac, ins, gallstones etc. Your sleeping longer length of times will be because your body is telling you it can't cope mentally or physically with the lack of vitamins and minerals that you are giving it. This in turn seems to be leading you in a downward spiral.... Partners and family can only take so much to be honest. Having a partner in bed sleeping long lengths of time isn't nice, and people do not recognise the impacts that they ate having on others around them... Carers (not saying your partner is a Carer) have huge amounts of pressure put on them. Family members are normally the unpaid carers in this world. Please will you consider eating 2 or 3 small meals a day and take a multivitamin. At 33 you could have a great life ahead, and this is very important to remember. As a final thought, laughter brings laughter and joy from others. This isn't meant to be critical, although it is to the point... I wish you the ability to grasp at the ladder at the side of this imaginery well and climb out to see sunshine... Being at the bottom of a well does make it feel as if there is only doom n gloom, so put your foot on this imaginery ladder and start climbing girl.. If you have to ask for a hospital consultation or see your diabetic nurse or change Practice then do it. Sent from the Diabetes Forum App",
249362,thread-12620,doses of insulin...,https://www.diabetes.co.uk/forum/threads/doses-of-insulin.12620/,ebony321,"Jan 16, 2010",6,735,post-115930,catherinecherub,Guest,,,,"Jan 17, 2010 at 1:04 PM",0,0,0,0,0,0,0,0,#5,"Hi Ebony, I think this online carb counting course is still running due to it's popularity, http://www.bdec-e-learning.com/ Catherine.",
21211,thread-159163,Fainting,https://www.diabetes.co.uk/forum/threads/fainting.159163/,Type1Teen,"Dec 5, 2018",8,236,post-1935993,Bluetit1802,Type 2 (in remission!) Guru,"24,058","30,031",298.0,"Dec 5, 2018 at 12:44 PM",3,0,0,0,0,0,0,0,#5,"Your faint may not even be diabetes related. There are any number of reasons why we faint, and one of these is standing up too quickly combined with a racing heart - which I assume you had because of the anxiety you experienced at the time. That is only a suggestion.",
111408,thread-108259,levemir Cut in two halfs,https://www.diabetes.co.uk/forum/threads/levemir-cut-in-two-halfs.108259/,Kloe,"Sep 22, 2016",9,"1,133",post-1259940,TorqPenderloin,Type 1 Well-Known Member,"1,603","2,214",178.0,"Sep 27, 2016 at 11:52 AM",1,0,0,0,0,0,0,0,#6,"Great question, and thank you for bringing that up. For those who aren't aware: I had previous issues with (what I considered to be) dawn phenomenon, and previously had to give myself a 1-2unit injection nearly even morning or I'd see a a jump to 10+ without even touching a bite of food. I believe it was @tim2000s who suggested that it might not be dawn phenomenon and that I should consider a change in my basal injections. To answer your question: the new approach is working GREAT and I rarely have to give myself a morning bolus anymore. HOWEVER, I have made other necessary changes as well. It seems my morning blood sugar increases were largely attributed to eating healthy (25g+) amounts of protein just before bed. While that satisfied my hunger, the theory is that my body converted the excess protein into glucose (gluconeogenesis) only to be released by my liver in the mornings when I woke up. I increased my morning basal injection (from memory I think it was 1-2 units), try not to eat so much protein just before bed, and I try to get at least 3-4 miles of running in everyday (in addition to my heavy weight lifting). The running is sometimes a pain in the a**, but it has done wonders for keeping my insulin requirements and blood sugar readings low (in a good way of course). In contrast, if I do have a big meal the night before, I'm likely to get the morning spikes and will need to give myself a small (~1u) bolus. My insulin needs also change significantly (as much as 50%) during the weeks I'm less active.",GrantGam1337 said: I see you have now switched to a staggered split dose of Levemir rather than your previous 1-2u QA correction on waking to counter DP. How are you finding this new approach? Grant Click to expand...
