,thread_id,thread_title,thread_link,thread_author,thread_startDate,thread_replies,thread_views,post_id,post_username,post_userTitle,post_userNbMessages,post_userLikesReceived,post_userTrophyPoints,post_DateTime,post_like,post_agree,post_useful,post_funny,post_informative,post_friendly,post_optimistic,post_hug,post_number,post_messageText,post_quoteText
18832,thread-159808,Using ham as sandwich,https://www.diabetes.co.uk/forum/threads/using-ham-as-sandwich.159808/,Cana,"Dec 30, 2018",26,832,post-1951933,Guzzler,Type 2 Expert,"9,961","6,689",178.0,"Dec 30, 2018 at 7:11 PM",3,0,0,0,0,0,0,0,#15,"Prosciutto with Boursin rolled up, sometimes with a little chopped Pamplona chorizo added and a couple of boiled eggs is a favourite first meal of mine.",
54077,thread-136082,Is it important to test fasting BG as soon as you wake up?,https://www.diabetes.co.uk/forum/threads/is-it-important-to-test-fasting-bg-as-soon-as-you-wake-up.136082/,Incyb,"Feb 17, 2018",14,"2,109",post-1700606,Bluetit1802,Type 2 (in remission!) Guru,"24,059","30,031",298.0,"Feb 17, 2018 at 10:14 AM",1,4,0,0,0,0,0,0,#5,"I doubt it matters in the grand scheme of things. The important thing is to be consistent. If you vary what you do, you can't compare them or look for trends or do averages. I used to find it interesting to do both. I used to test when I woke up and then again later on whilst still fasting, and sometimes a few times. This helped me understand my own liver dumps.",
256469,thread-8030,Hiding diabetes?,https://www.diabetes.co.uk/forum/threads/hiding-diabetes.8030/,qimqim,"May 7, 2009",17,"2,587",post-74722,sugarless sue,Master,"10,098",226,133.0,"May 7, 2009 at 9:02 PM",0,0,0,0,0,0,0,0,#4,In certain well controlled people yes this is the case.,
195446,thread-51216,How hi is high?,https://www.diabetes.co.uk/forum/threads/how-hi-is-high.51216/,Sarah69,"Jan 13, 2014",18,"2,207",post-463050,Sarah69,Type 2 Well-Known Member,"1,049",218,123.0,"Jan 13, 2014 at 9:30 PM",0,0,0,0,0,0,0,0,#15,"I know it makes sense perhaps I can try again with reducing the carbs, it just doesn't excite me, less of what I like to eat.",
137729,thread-87867,What does diabetic neuropathy feel like?,https://www.diabetes.co.uk/forum/threads/what-does-diabetic-neuropathy-feel-like.87867/,aqua39,"Nov 18, 2015",24,"17,292",post-1003596,chrisnt2002,Newbie,1,0,21.0,"Dec 4, 2015 at 2:37 PM",0,0,0,0,0,0,0,0,#24,"Hello T2 for fourteen years, HbA1c 53. I had symptoms of neuropathic pain for about eight years before they discovered I was diabetic. A burning feeling in my feet and sometimes elsewhere. I had a scan to check that it wasn't a neuroma then I had a nerve scan that confirmed ""generalised peripheral neuropathy"". Before visiting the hospital I had been prescribed Amytriptiline which made it very difficult to get up in the morning and was pretty ""zombiefying"". Switched to Pregabalin (500m x 2) and the pain is now localised to the ball of one foot although I do occasionally get a twinge elsewhere.My pulses in my feet are OK but I have absolutely no feeling whatsoever. I also use capsaicin and find it invaluable. You have to be careful with it, in fact I think that I have only just got it absolutely right after about nine years. It may be a psychological effect but it works for me. I find the pain disappears when I am distracted, either busy with an absorbing task or in the company of friends. Unfortunately I do suffer from disturbed nights. Anybody tried acupuncture ?",
5385,thread-163761,Freestyle monitor,https://www.diabetes.co.uk/forum/threads/freestyle-monitor.163761/,Triscornia,"Apr 28, 2019",33,"1,107",post-2038580,Triscornia,Well-Known Member,57,12,8.0,"Apr 28, 2019 at 8:57 AM",0,1,0,0,0,0,0,1,#1,"Good morning, anyone having trouble with their freestyle monitor this morning. It is asking me to register and create an account but then it says problem with server and its stuck so I cant do my son reading. A little annoying right now as he was low just before.",
116229,thread-104993,Low blood sugar,https://www.diabetes.co.uk/forum/threads/low-blood-sugar.104993/,Elaine G,"Jul 22, 2016",7,593,post-1211813,Lamont D,Reactive hypoglycemia Master,"11,331","14,943",298.0,"Jul 22, 2016 at 6:51 PM",0,1,0,0,0,0,0,0,#8,"Because you can't get an appointment, think about going to a walk in centre, after hours or a&e, or phone an ambulance. Your health is paramount, and you need to be checked out! Best wishes!","Elaine G said: The other night I had a hypo and passed out with it , my blood sugar went below zero and it came up LO on my monitor. I was out for 12 minutes can anybody advise what I should do. My GP has not diagnose me with diabetes but says I could be borderline, it's so frustrating I can go for months without having a hypo and then all of a sudden within minutes it comes on, this is very scary for me please help. Click to expand..."
150004,thread-79368,Retinopathy,https://www.diabetes.co.uk/forum/threads/retinopathy.79368/,Heed,"Jun 25, 2015",6,800,post-885398,Heed,Type 1 Newbie,3,4,43.0,"Jun 26, 2015 at 11:10 AM",2,0,0,0,0,0,0,0,#6,"Thanks himtoo. Nice to hear that its not maybe all that bad. Just a bit of shock, I felt like I'd let myself down for this to have happened. Feeling more positive today and will arrange to talk to the doctors next week to find out a bit more.",
63327,thread-131191,Could I ask some advice please,https://www.diabetes.co.uk/forum/threads/could-i-ask-some-advice-please.131191/,emmieloulou,"Dec 22, 2017",29,"1,013",post-1652286,emmieloulou,Member,13,5,3.0,"Dec 22, 2017 at 7:22 PM",0,0,0,0,0,0,0,0,#19,"Hi, thank you, I read this as well and did try but Ive suffered for constant nausea for 4 months so really struggled. Im hoping this is the reason for the strange results. Would it have made that much difference though? At the minute my appointment is in April so Ill be on the phone next week to move that",dipsydo said: Not sure if this helps or not but I note you said that you have not eaten properly for months - my understanding ( non- medical just what I have read! ) is that a person should be eating normally before a OGTT so for example if a person had been eating low carb before a test it is suggested they should try and eat more carbs for a period( a week? ) before the test as that shows a more accurate position. When you see your doctor he / she will no doubt know how to interpret the results. Click to expand...
80462,thread-124345,Vitamin K,https://www.diabetes.co.uk/forum/threads/vitamin-k.124345/,derry60,"Jul 31, 2017",20,"1,511",post-1521820,Kristin251,LADA Expert,"5,313","3,388",178.0,"Jul 31, 2017 at 2:11 PM",0,1,0,0,0,0,0,0,#6,"Not picking on you but that doesn't sound right ( I didn't read the link) People on blood thinners aren't supposed to eat foods high in K as it will thin their blood too much. And when prone to heart attacks or strokes, the very reason they're put on thinners, is to stop them from clotting and throwing an embolism which would cause them a heart attack or stroke. Don't take my word as gospel, this is just what I learned as an emergency medical tech. But I do have to say the ambulance was never called for an overdose of K HAHA.","Bluetit1802 said: This is what the NHS has to say about it. http://www.nhs.uk/Conditions/vitamins-minerals/Pages/Vitamin-K.aspx It seems that rather than thinning the blood, it helps it to clot. If this is the case, it could stop blood thinning medicines from doing their job. Click to expand..."
47059,thread-135945,Do you feel that diabetes has ruined your life ?,https://www.diabetes.co.uk/forum/threads/do-you-feel-that-diabetes-has-ruined-your-life.135945/,HICHAM_T2,"Feb 14, 2018",107,"8,486",post-1759381,zand,Type 2 Expert,"8,757","15,184",198.0,"Apr 21, 2018 at 4:16 PM",1,0,0,0,0,0,0,1,#96,"I had insulin resistance for maybe 20 years before I was diagnosed T2. Yes, I consider IR has ruined my life. I spent years desperately trying to lose weight.",
89355,thread-119252,Tresiba or Toujeo?,https://www.diabetes.co.uk/forum/threads/tresiba-or-toujeo.119252/,alisonhe,"Apr 11, 2017",12,"8,985",post-1438414,DaftThoughts,LADA Well-Known Member,397,612,133.0,"Apr 13, 2017 at 7:25 PM",0,0,0,0,1,0,0,0,#11,"lukkymik said: Hi... I'm currently on Lantus solostar as a bolus @ 9am/9pm and Apidra with meals we split the Lantus into 2 doses as I was running nasty lows early mornings and it's been fine for a while but I'm starting to see my BG readings creeping up again yet I've not changed my eating regime??? Having read about the numbers of people struggling with Lantus has anyone out there got experience of another Bolus that can be split am/pm as I work weird shift patterns on the railway!!! Click to expand... Do you meal basal? Bolus is rapid-acting insulin for meals, basal is long-acting background insulin (that's what Lantus is ) You might need to change your basal rate, it happens sometimes that your dosage changes over time. I highly recommend trying this: https://mysugr.com/basal-rate-testing/ See what results you get with this, then talk to your healthcare team about bumping up your dosage if needed. ickihun said: Ive been told nhs Sunderland want toujeo as uniform for type2s on insulin. Less injections so keeping cost down for type2s. Is it triple the strength of lantus or just double? Im taking a mixed insulin so a 70% intermediate and 30% short acting.I think even nurse is hesitant over the dilemma of how to start me off.. Its making me nervous! Click to expand... Not sure I'd say it's triple the strength or anything, if you were taking 12 units of Lantus you'd take 12 units of Toujeo. The Toujeo pen has 450 units instead of 300 units like Lantus, so the Toujeo arguably lasts longer. It's just that the volume of the insulin is different, hence the increased units, and instead of 18-24 hours it lasts 36, so you don't have to split the dosage. Mixed insulin is useful if you you eat a specific amount of carbs at fixed times, but it's not very handy when you're on weird schedules or can't eat at the same time every day. Having separate injections for basal and bolus allows more flexibility, so it's something you'll have to figure out for yourself. It doesn't hurt to get started on the mixed insulin and see if that works for you. As far as I know, the type of diabetes you have doesn't define the type of insulin you need when you become insulin dependent. Lots of T1s and T2s for example share the same kind of insulin. It's just a matter of figuring out what works for your body and situation.",lukkymik said: Hi... I'm currently on Lantus solostar as a bolus @ 9am/9pm and Apidra with meals we split the Lantus into 2 doses as I was running nasty lows early mornings and it's been fine for a while but I'm starting to see my BG readings creeping up again yet I've not changed my eating regime??? Having read about the numbers of people struggling with Lantus has anyone out there got experience of another Bolus that can be split am/pm as I work weird shift patterns on the railway!!! Click to expand... ickihun said: Ive been told nhs Sunderland want toujeo as uniform for type2s on insulin. Less injections so keeping cost down for type2s. Is it triple the strength of lantus or just double? Im taking a mixed insulin so a 70% intermediate and 30% short acting.I think even nurse is hesitant over the dilemma of how to start me off.. Its making me nervous! Click to expand...
102031,thread-114092,Cheese,https://www.diabetes.co.uk/forum/threads/cheese.114092/,Ange1a65,"Jan 6, 2017",12,642,post-1349054,douglas99,I reversed my Type 2 Well-Known Member,"4,585","3,768",178.0,"Jan 6, 2017 at 10:42 PM",0,0,0,0,0,0,0,0,#9,Call that 2 or 3 days food for me. Providing I eat nothing else at all for those days.,Ange1a65 said: Thanks I have eaten just under 1200g this week.....it was my go to snack and protein as don't eat meat. I will have to look for an alternative. Click to expand...
199067,thread-48684,Fasting blood test,https://www.diabetes.co.uk/forum/threads/fasting-blood-test.48684/,WWood56,"Oct 30, 2013",7,"1,106",post-438712,WWood56,Type 2 Active Member,41,12,48.0,"Oct 30, 2013 at 10:47 AM",0,0,0,0,0,0,0,0,#1,"Hi. Does a fasting blood test done at the doctors measure your blood glucose just on that day? Just asking because I have been recording my bg readings at home for about 2 weeks. They generally start off at 8 or 9 mmol first thing in the morning, and end up around 18-22 mmol at night. This morning it was 6.8, the lowest it has ever been.",
80194,thread-124479,The day after,https://www.diabetes.co.uk/forum/threads/the-day-after.124479/,Wayne18000,"Aug 3, 2017",6,507,post-1523935,Wayne18000,Well-Known Member,89,417,73.0,"Aug 3, 2017 at 10:16 AM",1,0,0,0,0,0,0,0,#7,"Thank you @Juicyj , I'll do just that. Sent from my SM-G935F using Diabetes.co.uk Forum mobile app",Juicyj said: Hello @Wayne18000 Glad you're feeling better today I go back to 'normal insulin doses' after illness. However as your body will still be re-covering just keep a close eye on your levels and take it easy. Click to expand...
149525,thread-79355,i can't take much more.....,https://www.diabetes.co.uk/forum/threads/i-cant-take-much-more.79355/,cezli84,"Jun 25, 2015",44,"6,153",post-885026,Fayefaye1429,Type 1 Well-Known Member,809,635,133.0,"Jun 25, 2015 at 8:38 PM",3,0,0,0,0,0,0,0,#13,Maybe ask your nurse about alternatives? Like courses pumps Eric they can help. Knowledge is power,
205939,thread-43605,Hba1c Test,https://www.diabetes.co.uk/forum/threads/hba1c-test.43605/,pincesslau,"Jun 20, 2013",2,741,post-396410,pincesslau,Newbie,1,0,21.0,"Jun 20, 2013 at 5:23 PM",0,0,0,0,0,0,0,0,#1,"hi I am not diagnosed as diabetic at this time, but have been having a lot of the symptoms, thirsty and going to the toilet a lot, pins and needles, hunger, blurry vision and feeling generally unwell. So today I had a Blood fasting test and they have since rang me and told me that it was high, and that I need to have a hba1c test this tuesday, I was just wondering what happens when you get the results of the hba1c?, if it comes back as a normal reading even though my fasting blood was high what will this mean?.... can anyone shed any light on this? Any help or insights would be greatly appreciated",
137612,thread-88573,Convert HBA1C,https://www.diabetes.co.uk/forum/threads/convert-hba1c.88573/,Sarah69,"Dec 2, 2015",4,553,post-1002200,Squire Fulwood,Type 2 Expert,"6,031","4,809",178.0,"Dec 2, 2015 at 11:54 AM",0,0,0,0,0,0,0,0,#2,http://www.diabetes.co.uk/hba1c-units-converter.html,
170454,thread-65556,Will Metformin allow me to eat more carbs,https://www.diabetes.co.uk/forum/threads/will-metformin-allow-me-to-eat-more-carbs.65556/,Pasha,"Oct 10, 2014",19,"5,885",post-649721,zand,Type 2 Expert,"8,757","15,184",198.0,"Oct 10, 2014 at 8:51 AM",2,0,0,0,0,0,0,0,#2,I'm not sure your GP would prescribe it for you as a prediabetic. Mine says he can no longer give it to me because my HbA1c is down to 42 (from 49) At a guess I would say you could possibly eat a very little more but metformin doesn't reduce BG's by very much at all (sorry no figures to hand),
203320,thread-45772,Sugar Level Testing,https://www.diabetes.co.uk/forum/threads/sugar-level-testing.45772/,Noozes,"Aug 10, 2013",8,828,post-413593,SpaceChick,Well-Known Member,89,23,28.0,"Aug 11, 2013 at 10:39 AM",0,0,0,0,0,0,0,0,#8,"5.9 puts you right at the top end of what they class as ""normal"". 6.0-6.9 they class as Pre-diabetes. 7 or over as diabetic (of course a glucose tolerance test would then confirm for certain). I'd try a few mornings as you have had a high end of normal reading.",
22522,thread-159051,Do you still enjoy food,https://www.diabetes.co.uk/forum/threads/do-you-still-enjoy-food.159051/,Pinkorchid,"Dec 1, 2018",156,"4,364",post-1933016,,Other Moderator,"17,326","31,730",298.0,"Dec 1, 2018 at 12:53 PM",3,5,0,0,0,0,1,0,#10,"I get bored with monotonous food choices. That means I would get just as bored with jacket potatoes 5x a week as I would with steak 5x a week. Carb intake has nothing to do with it, and it is all about falling into a rut and not bothering to make an effort. Am currently eating carnivore, which means that the last 11 months have been the most restrictive eating Ive ever tried. Boredom is ALWAYS my creation. It is optional not obligatory or inevitable. Bored with red meat? Then eat white, or fish, or cheese. Or tofu or seitan, or quorn, or... whatever floats your boat. Bored with plain flavours? That is what herbs, spices and seasonings are for. Experiment. Play. Get creative. There are thousands of different cuisines out there. Make a bit more of an effort for a change. It is just as easy to fall into a baked potato rut as to fall into a chicken salad rut. If I can maintain interest when just eating carni, then the rest of you can maintain interest with the vast range of low carb fruit, veg, protein, fibre and fat choices available. If you want to.",
125125,thread-43542,Hayfever and Diabetes,https://www.diabetes.co.uk/forum/threads/hayfever-and-diabetes.43542/,SarahBear,"Jun 19, 2013",22,"15,613",post-398000,snow-white,Type 2 Member,5,2,63.0,"Jun 25, 2013 at 8:00 AM",0,0,0,0,0,0,0,0,#9,"Hi, I have recently been on holiday abroad (for 2 weeks) and since coming back my bs has increased. Previously, my bs averaged about 6-7 at each reading, but since coming home it ranges between 9-12. Can anyone help? I am at a loss as to how this can be. The only other change in my routine is that I am now taking Cetirizine for my hayfever. Any advice would be appreciated",
116602,thread-104748,Eating Out,https://www.diabetes.co.uk/forum/threads/eating-out.104748/,OceansEdge,"Jul 17, 2016",35,"1,803",post-1209069,OceansEdge,Type 2 Active Member,43,135,73.0,"Jul 19, 2016 at 4:48 PM",0,0,0,0,0,0,0,0,#17,"I do find my fasting number on Saturday morning can be a wee bit higher than most days, but not exceptionally so, this weekend was a bit of an anomaly because we were on the run early .... so it was a case of my post breakfast number being higher than my pre, but then normally if I have toast at all it's a 1/2 a whole grain bagel, but rushing out the door I made a whole bagel egg sandwich But otherwise my numbers were fairly typical and consistent: this week: Fri 22:30 pre-pizza 6.3 - 1:10 post pizza 7.3 Sat 8:40 6.7 last week: Fri 22:30 pre-pizza 5.8 - 1:30 post pizza 6.5 Sat 8:45 6.5",
233911,thread-24056,burning sensation in the foot.,https://www.diabetes.co.uk/forum/threads/burning-sensation-in-the-foot.24056/,andybob,"Sep 18, 2011",3,"1,357",post-219430,alaska,Well-Known Member,470,293,83.0,"Sep 19, 2011 at 3:55 PM",0,0,0,0,0,0,0,0,#2,Beats me Andy Is it generally only at night you feel it?,
255063,thread-8746,Changing from Novomix 30 to Lantus / NovoRapid?,https://www.diabetes.co.uk/forum/threads/changing-from-novomix-30-to-lantus-novorapid.8746/,CiaraJansonFan,"Jun 12, 2009",12,"9,307",post-81796,CiaraJansonFan,Member,22,0,21.0,"Jun 12, 2009 at 6:06 PM",0,0,0,0,0,0,0,0,#9,"Hi Totsy, Yeah, it would be good to find out more about how you do the carb counting and adjust your NovoRapid etc. - I'm seeing my DSN on Monday but the appointment is only 30 mins long!","totsy said: hya, yes with novorapid you have to carb count, but dont worry it is easy once u know how,if u fancy a chat about it let me know Click to expand..."
24593,thread-157978,Winter and its effect on blood glucose level,https://www.diabetes.co.uk/forum/threads/winter-and-its-effect-on-blood-glucose-level.157978/,HICHAM_T2,"Nov 1, 2018",24,715,post-1911900,HICHAM_T2,Type 2 Well-Known Member,"1,417",320,143.0,"Nov 1, 2018 at 3:14 PM",0,0,0,0,0,0,0,0,#6,I'm Sorry Thank you for advising me,xfieldok said: Read the first line. Click to expand...
4115,thread-164082,Has anyone experienced these symptoms,https://www.diabetes.co.uk/forum/threads/has-anyone-experienced-these-symptoms.164082/,Cana,"May 8, 2019",10,310,post-2046972,Cana,Type 2 Well-Known Member,477,152,83.0,"May 8, 2019 at 9:30 PM",0,0,0,0,0,0,0,0,#5,Im trying hard to not see my dr until my anniversary bloods in August. I spend way too many times at the dr so Im determined not to go. Its been 2 weeks since last visit. I was just wondering because it seems related to my IBS which is related to my carbs and sugars.,"Kittycat_7_ said: Hi, A number of things can cause achey joints/back, best to see your GP. Hope you feel better very soon. Take care Click to expand..."
197711,thread-49477,help with menu plan new to this,https://www.diabetes.co.uk/forum/threads/help-with-menu-plan-new-to-this.49477/,cath99,"Nov 24, 2013",13,"1,191",post-445453,Pompeygirl,Well-Known Member,121,12,38.0,"Nov 24, 2013 at 4:09 PM",0,0,0,0,0,0,0,0,#5,"Hi cath in general terms your on the right track. No processed carbs there. When you have been to the doc and you are testing yourself you will test before you eat and two hours after to see how things change. That way u will get to know what foods affect your blood sugar more. I cant eat beans i now know, at least until i get my levels lower. In the mean time until u see the doc, cutting white processed carbs is a good start. Sent from the Diabetes Forum App",
217520,thread-34640,Any ideas on how to make my daughter more independant,https://www.diabetes.co.uk/forum/threads/any-ideas-on-how-to-make-my-daughter-more-independant.34640/,kaysmummy27,"Nov 7, 2012",11,823,post-326406,CarbsRok,Type 1 Well-Known Member,"4,705","5,291",178.0,"Nov 7, 2012 at 5:09 PM",0,0,0,0,0,0,0,0,#6,"Kay will pick it up very quickly when she wants to do something and you say no. Many years ago (1066) I wanted to go on a school trip lasting a week, Mum said no you are to much of a baby and wont do anything to help yourself re your diabetes unless I tell you all the time. I grew up in her words very quickly and went on the trip. (In those days there was no blood testing) I'd never heard of the 15 min rule either untill a couple of years ago. It's good for kids though to have something catchy to remember.",kaysmummy27 said: ive never heard or been told about rule 15 and i just googled it so thanks but it is the general forgetfulness im more concerned about rather than the hypo treatment today like making sure she has enough of everything in her bag and just remembering what times she has to check her levels and what she she eat before pe etc at what age do i back off and expect her to take more control as a mum i just want her to feel confident she can do it herself and it will make me feel better whenshe has school trips away for long periods etc Click to expand...
191611,thread-53918,Diabetes and influenza,https://www.diabetes.co.uk/forum/threads/diabetes-and-influenza.53918/,Robert Newman,"Feb 28, 2014",4,917,post-493405,Squire Fulwood,Type 2 Expert,"6,031","4,809",178.0,"Feb 28, 2014 at 11:44 AM",0,0,0,0,0,0,0,0,#3,Another clue http://www.sciencedaily.com/releases/2014/01/140125172410.htm,
37846,thread-147791,Tiredness and sleep problems,https://www.diabetes.co.uk/forum/threads/tiredness-and-sleep-problems.147791/,Paulgn1,"May 22, 2018",43,"7,016",post-1798643,Mel dCP,Type 1 Well-Known Member,"3,516","5,453",198.0,"Jun 2, 2018 at 12:06 PM",0,0,0,0,0,0,0,0,#38,"It was terrifying, he nearly didnt survive. Theyve done extensive sleep studies, and everything has been done that can be - including extremely dangerous surgery in his upper nasal passages. As for hearing loss, he lost around 50% of his hearing in the viral attack, and its left him with horrendous tinnitus. He had to sleep with his iPod playing all night to drown it out and get any sleep. He suffers with extreme fatigue during the day because of all this, and usually spends his work breaks having catnaps. For night time, I have industrial grade aluminium earplugs, which I originally bought for gigs, but dont wear as they block too much sound. And I can still hear the snoring","Jenny15 said: Wow, what a story of survival... that's a scary condition to have had. Did his surgeons address the issue of his sleep breathing at the time? ie by mentioning the problem and the need for a sleep study of some kind and looking into whether any treatment options for sleep apnoea might help? His is a rare type of case but that shouldn't mean he and you just have to put up with it, if there is something that might help. And that decibel level of snoring may be risking hearing loss for both of you. I have sleep apnoea and before diagnosis my life was falling apart from the daytime sleepiness and other issues. I hope you are both able to have the best health possible in the circumstances. Click to expand..."
175137,thread-63456,BG levels,https://www.diabetes.co.uk/forum/threads/bg-levels.63456/,Dawnes,"Aug 23, 2014",14,843,post-618624,Spiker,Type 1 Well-Known Member,"4,693","8,441",178.0,"Aug 23, 2014 at 4:28 AM",2,0,0,0,0,0,0,0,#5,"There is a similar argument in the UK, or rather similar medical advice, that below a certain point the short term disadvantages of tight control (hypos) start to outweigh the long term benefits. Or more bluntly, if you are dead from the consequences of a severe hypo, who cares if you had reduced complications. A lot of the argument hinges on whether people's BG is tight and stable, or tight and erratic, and what the likelihood of losing hypo awareness is when you run tight control. There are various views on this.",
239463,thread-19961,Dr advised once diagnosed can never come off metformin???,https://www.diabetes.co.uk/forum/threads/dr-advised-once-diagnosed-can-never-come-off-metformin.19961/,sonia,"Mar 8, 2011",22,"4,291",post-183599,HpprKM,Well-Known Member,837,27,48.0,"Mar 17, 2011 at 10:41 AM",0,0,0,0,0,0,0,0,#16,"Re: Dr advised once diagnosed can never come off metformin?? Oh and the carbs, I am currently checking out websites to find where I can buy low Gi food, Sainsbury's do low Gi pasta which I use. There was also a low Gi bread, but when I got sick in December the whole taste repelled me for some absurd reason as I really liked it before, but will try it again to see how I do! Thanks for all the advice. DO keep in touch, as I will with you, on progress. YOu are welcome to write to me by the email service. All the best.",
223589,thread-30733,Mash Potato,https://www.diabetes.co.uk/forum/threads/mash-potato.30733/,RoyG,"Jun 25, 2012",31,"3,712",post-289028,librarising,LADA Well-Known Member,"1,116",363,143.0,"Jun 26, 2012 at 2:40 PM",0,0,0,0,0,0,0,0,#22,"The figure of 12.9 percent is per prepared product. The 600 gms (four servings of 150 gms each) has the 12.9 percentage. Hence 12.9 x 150/100 gives 19.3 per the side of the packet. If no extra carbs were added during the preparation (they are of course, but just for illustration - humour me ) the side of the packet would give the number of grams (per 100 gms of unprepared product) as 77 ! :shock: No problem at 19.5 gms of carbs per portion if you can restrict yourself to that. Are there three others sharing your mash ? But too wasteful if you're looking to restrict carbs. An occasional treat, maybe. Geoff (hoping I've made myself understandable, above )","RoyG wrote Where would the extra 11g of carbs come from, the milk Lactose? would the cream not fix that.oh and the 100g sachet makes 4 servings. Click to expand..."
225546,thread-29377,Worried of having diabetes,https://www.diabetes.co.uk/forum/threads/worried-of-having-diabetes.29377/,matrix123,"May 15, 2012",6,"1,040",post-274526,matrix123,Member,7,0,21.0,"May 15, 2012 at 11:59 AM",0,0,0,0,0,0,0,0,#1,"Hello, I'm a newbie here (32 years). I'm worried of having diabetes and here's my story... Since July of last year I've been constantly worried about my health. The first thing that got me worried was that in the middle of the night I woke up sweating, had palpitations and couldn't breath properly. I was scared of heart attack. After 1 month or so started to have tingling on my left forearm (usually in the same place). Some days I had it, some days not. Later some kind of weak muscle and numbness developed in the left arm (Nothing big, I could lift things the same as before, but worried me). By the end of the year this episodes of sweating, palpitations and breath started again, mostly at night. I freak out again of hear attack and of dying. Since then it got worse...lost motivation at work, was constantly anxious/depressed, feeling tired, shakeness/tingling/numbess got worse, couldn't sleep properly, had episodes when I though I was going to faint, etc. Finally, by mid of April I collapsed (couldn't go on any more like this) and went for a full check-up (blood/urine test, heart ultra-sound, EKG, abdominal ultra-sound, chest x-rays), pretty sure that something terrible would come out. To my surprise everything came back normal (except for a few minor things, where results were borderline or by very little out of range. Thyroid TSH was just under normal level, but the doc wasn't worried...said it could be caused by stress). The endocrinologist prescribed a medication for sleep/palpitations (Vagostabyl) and Xanax 0.25mg to take it only when feeling anxious. I calmed down a bit, but now I'm worried of diabetes and numbess/tingling is back in my arms, body, a few days in my face also. The fasting glucose test I did was in the normal range, but very near the upper limit. However I have lost about 4kg in the last 3-4 months (dropped from 83 to 79) (during this time I haven't had the normal appetite, but have forced myself to eat more or less regularly (3 times a day)). Since I started googling (WRONG THING) I read read that weight loss, shakiness/numbess/tingling are symptoms of diabetes also. Another thing that's worrying me is that another symptom of diabetes was darkened skin in elbow, knees or neck. I checked carefully my body and noticed a small spot (a 4-5 mm) in my forearm but near the elbow (a few cm off) where the skin was more dark that the rest (nothing big, but noticeable) and I freaked out. I know that a fasting glucose test followed by a 2 hour check can exclude diabetes, but I'm so freaked out that can't go for a check. I read also that typical symptoms of diabetes are blurred vision, excessive thirst, feeling hungry and excessive urination which I don't have....however I can't get my mind clear I also read that usually diabetes start with the above symptoms and later numbness, tingling, shakeness, darkening of skin, etc are developed. Is it possible that the first symptoms are numbness, tingnling, shakeness, darkening of skin or it's my anxiety symptom that's driving my crazy? Any response is appreciated. Thank you",
16318,thread-160787,Beans!,https://www.diabetes.co.uk/forum/threads/beans.160787/,Type-2-Havent-A-Clue,"Jan 30, 2019",33,"1,291",post-1977285,Jim Lahey,I reversed my Type 2 Well-Known Member,"2,611","2,290",178.0,"Feb 1, 2019 at 11:51 AM",0,1,0,0,0,0,0,0,#28,Thats hilarious but not unexpected.,Resurgam said: Very little was correct - the eatwell poster was laid out on the table between us for the entire three sessions and there were biscuits offered with the drinks. The milk used was of the skimmed variety. Click to expand...
203641,thread-45228,Squeezing blood out and BG readings,https://www.diabetes.co.uk/forum/threads/squeezing-blood-out-and-bg-readings.45228/,Lilliepop,"Jul 28, 2013",42,"5,533",post-409056,Lilliepop,Well-Known Member,267,79,48.0,"Jul 28, 2013 at 7:48 PM",0,0,0,0,0,0,0,0,#17,"Blood taken two hours after eating was with squeezing 8.6 then again with running under hot water 8.1 still don't know what to think,",
68561,thread-128931,What to eat,https://www.diabetes.co.uk/forum/threads/what-to-eat.128931/,Colin2903,"Nov 6, 2017",12,797,post-1610577,Colin2903,Type 2 Newbie,2,0,21.0,"Nov 6, 2017 at 3:08 PM",0,0,0,0,0,0,0,0,#1,Diagnosed earlier this year Have received the following advice Stay away from sugar Stay as way from carbs Sat away from red and processed meats stay away from dairy Limited fruit ie 1 piece a day No rice no pasta no bread As you can see this means a very limited fire Didnt get me wrong blood sugar levels have come right down and Ive lost three stone but this is because Im not eating anything What do other people eat and where can I find some real advice,
62932,thread-130687,How do I say no to statins,https://www.diabetes.co.uk/forum/threads/how-do-i-say-no-to-statins.130687/,srg100,"Dec 11, 2017",77,"6,308",post-1643385,srg100,Prediabetes Well-Known Member,45,14,48.0,"Dec 11, 2017 at 6:37 PM",0,0,0,0,0,0,0,0,#12,Thanks for explaining all this. Maybe I can convince him that if the ratio is good I can hold off on the statins for the moment.... Do I need to reduce the LDL and if so how?,"Bluetit1802 said: The total/HDL should be under 5. So yours is good. Your HDL is very good. The higher the better. Your trigs would possibly have been lower had you fasted. Next time make sure you fast even if told not to. There are 2 standards for Trigs. Fasting under 1.7 Non fasting under 2.3 So your trigs are also good. The important ratio is the Trigs/HDL which ideally should be under 0.87. Yours is 0.8. (UK measurements) Doctors still look at the total, but really this is old news. The total is a total of the good and the bad, in other words HDL+LDL+46% of trigs (UK measurement). As it includes the HDL (good stuff) it will always increase if the good stuff increases. Click to expand..."
